0, 1, 0.02
0.01, 0.999671, 0.0399934
0.02, 0.998685, 0.0599671
0.03, 0.997043, 0.079908
0.04, 0.994747, 0.0998029
0.05, 0.991802, 0.119639
0.06, 0.988212, 0.139403
0.07, 0.983983, 0.159083
0.08, 0.979121, 0.178665
0.09, 0.973634, 0.198138
0.1, 0.967531, 0.217489
0.11, 0.960821, 0.236705
0.12, 0.953515, 0.255775
0.13, 0.945623, 0.274688
0.14, 0.937159, 0.293431
0.15, 0.928135, 0.311994
0.16, 0.918566, 0.330365
0.17, 0.908466, 0.348534
0.18, 0.897851, 0.366491
0.19, 0.886736, 0.384226
0.2, 0.87514, 0.401729
0.21, 0.86308, 0.41899
0.22, 0.850573, 0.436002
0.23, 0.83764, 0.452755
0.24, 0.824298, 0.469241
0.25, 0.810569, 0.485452
0.26, 0.796473, 0.501382
0.27, 0.782031, 0.517022
0.28, 0.767263, 0.532367
0.29, 0.752192, 0.547411
0.3, 0.73684, 0.562148
0.31, 0.721228, 0.576573
0.32, 0.705379, 0.59068
0.33, 0.689316, 0.604467
0.34, 0.673061, 0.617928
0.35, 0.656638, 0.631061
0.36, 0.640068, 0.643862
0.37, 0.623376, 0.656329
0.38, 0.606583, 0.668461
0.39, 0.589712, 0.680255
0.4, 0.572787, 0.691711
0.41, 0.555828, 0.702828
0.42, 0.538859, 0.713605
0.43, 0.521902, 0.724043
0.44, 0.504977, 0.734142
0.45, 0.488107, 0.743905
0.46, 0.471312, 0.753331
0.47, 0.454612, 0.762423
0.48, 0.438028, 0.771184
0.49, 0.421579, 0.779615
0.5, 0.405285, 0.787721
0.51, 0.389163, 0.795504
0.52, 0.373231, 0.802969
0.53, 0.357507, 0.810119
0.54, 0.342008, 0.816959
0.55, 0.326749, 0.823494
0.56, 0.311746, 0.829729
0.57, 0.297013, 0.835669
0.58, 0.282565, 0.841321
0.59, 0.268414, 0.846689
0.6, 0.254572, 0.85178
0.61, 0.241051, 0.856601
0.62, 0.227863, 0.861159
0.63, 0.215017, 0.865459
0.64, 0.202522, 0.869509
0.65, 0.190386, 0.873317
0.66, 0.178618, 0.876889
0.67, 0.167223, 0.880234
0.68, 0.156209, 0.883358
0.69, 0.145579, 0.88627
0.7, 0.135338, 0.888976
0.71, 0.12549, 0.891486
0.72, 0.116037, 0.893807
0.73, 0.106981, 0.895946
0.74, 0.0983229, 0.897913
0.75, 0.0900633, 0.899714
0.76, 0.0822015, 0.901358
0.77, 0.0747363, 0.902853
0.78, 0.0676656, 0.904206
0.79, 0.0609867, 0.905426
0.8, 0.0546963, 0.90652
0.81, 0.0487901, 0.907496
0.82, 0.0432635, 0.908361
0.83, 0.038111, 0.909123
0.84, 0.0333267, 0.90979
0.85, 0.0289039, 0.910368
0.86, 0.0248355, 0.910865
0.87, 0.0211138, 0.911287
0.88, 0.0177306, 0.911641
0.89, 0.0146774, 0.911935
0.9, 0.0119448, 0.912174
0.91, 0.00952354, 0.912364
0.92, 0.00740356, 0.912512
0.93, 0.00557465, 0.912624
0.94, 0.00402622, 0.912704
0.95, 0.00274737, 0.912759
0.96, 0.00172699, 0.912794
0.97, 0.000953702, 0.912813
0.98, 0.000415945, 0.912821
0.99, 0.000101997, 0.912823
1, 1.51947e-033, 0.912823
1.01, 9.79974e-005, 0.912825
1.02, 0.000383962, 0.912833
1.03, 0.000845827, 0.91285
1.04, 0.00147152, 0.912879
1.05, 0.00224898, 0.912924
1.06, 0.00316622, 0.912988
1.07, 0.0042113, 0.913072
1.08, 0.00537241, 0.913179
1.09, 0.00663786, 0.913312
1.1, 0.00799613, 0.913472
1.11, 0.00943587, 0.913661
1.12, 0.010946, 0.91388
1.13, 0.0125155, 0.91413
1.14, 0.0141338, 0.914413
1.15, 0.0157906, 0.914728
1.16, 0.0174757, 0.915078
1.17, 0.0191794, 0.915462
1.18, 0.0208922, 0.915879
1.19, 0.0226052, 0.916331
1.2, 0.0243095, 0.916818
1.21, 0.0259967, 0.917338
1.22, 0.0276591, 0.917891
1.23, 0.0292889, 0.918477
1.24, 0.030879, 0.919094
1.25, 0.0324228, 0.919743
1.26, 0.0339138, 0.920421
1.27, 0.0353463, 0.921128
1.28, 0.0367147, 0.921862
1.29, 0.0380142, 0.922622
1.3, 0.03924, 0.923407
1.31, 0.0403881, 0.924215
1.32, 0.0414548, 0.925044
1.33, 0.0424368, 0.925893
1.34, 0.0433314, 0.926759
1.35, 0.0441362, 0.927642
1.36, 0.0448491, 0.928539
1.37, 0.0454687, 0.929448
1.38, 0.0459938, 0.930368
1.39, 0.0464237, 0.931297
1.4, 0.0467581, 0.932232
1.41, 0.046997, 0.933172
1.42, 0.0471408, 0.934115
1.43, 0.0471904, 0.935059
1.44, 0.0471468, 0.936001
1.45, 0.0470115, 0.936942
1.46, 0.0467863, 0.937877
1.47, 0.0464732, 0.938807
1.48, 0.0460746, 0.939728
1.49, 0.0455931, 0.94064
1.5, 0.0450316, 0.941541
1.51, 0.0443933, 0.942429
1.52, 0.0436815, 0.943302
1.53, 0.0428997, 0.94416
1.54, 0.0420516, 0.945001
1.55, 0.0411412, 0.945824
1.56, 0.0401724, 0.946628
1.57, 0.0391495, 0.947411
1.58, 0.0380768, 0.948172
1.59, 0.0369585, 0.948911
1.6, 0.0357992, 0.949627
1.61, 0.0346033, 0.950319
1.62, 0.0333755, 0.950987
1.63, 0.0321202, 0.951629
1.64, 0.0308421, 0.952246
1.65, 0.0295457, 0.952837
1.66, 0.0282356, 0.953402
1.67, 0.0269162, 0.95394
1.68, 0.025592, 0.954452
