-3.99219, -49.1346
-3.98438, -44.1619
-3.97656, -40.7179
-3.96875, -38.1761
-3.96094, -36.2843
-3.95313, -34.7151
-3.94531, -33.3445
-3.9375, -32.4704
-3.92969, -31.5382
-3.92188, -30.7492
-3.91406, -29.8401
-3.90625, -29.2026
-3.89844, -28.456
-3.89063, -27.9069
-3.88281, -27.1433
-3.875, -26.4399
-3.86719, -25.8564
-3.85938, -25.5515
-3.85156, -25.0384
-3.84375, -24.4431
-3.83594, -23.8386
-3.82813, -23.8706
-3.82031, -23.6339
-3.8125, -23.543
-3.80469, -22.9836
-3.79688, -22.4553
-3.78906, -22.3285
-3.78125, -22.2493
-3.77344, -22.2906
-3.76563, -21.9713
-3.75781, -21.6365
-3.75, -21.3251
-3.74219, -20.9357
-3.73438, -20.6681
-3.72656, -20.5649
-3.71875, -20.3336
-3.71094, -20.2115
-3.70313, -20.2388
-3.69531, -20.0267
-3.6875, -19.8054
-3.67969, -19.6611
-3.67188, -19.4577
-3.66406, -19.3395
-3.65625, -19.0278
-3.64844, -19.271
-3.64063, -19.0994
-3.63281, -18.7551
-3.625, -18.7154
-3.61719, -18.679
-3.60938, -18.4971
-3.60156, -18.6536
-3.59375, -18.6252
-3.58594, -18.309
-3.57813, -18.4555
-3.57031, -18.2119
-3.5625, -18.0106
-3.55469, -17.5365
-3.54688, -17.7649
-3.53906, -17.7443
-3.53125, -17.671
-3.52344, -18.0127
-3.51563, -18.0784
-3.50781, -17.8911
-3.5, -17.8517
-3.49219, -17.8806
-3.48438, -18.0573
-3.47656, -17.9807
-3.46875, -17.6285
-3.46094, -17.6916
-3.45313, -17.7009
-3.44531, -17.4624
-3.4375, -17.9261
-3.42969, -18.1166
-3.42188, -18.3496
-3.41406, -18.1923
-3.40625, -18.4982
-3.39844, -18.5157
-3.39063, -18.3484
-3.38281, -18.52
-3.375, -18.5456
-3.36719, -18.5749
-3.35938, -18.9086
-3.35156, -19.0693
-3.34375, -18.8155
-3.33594, -19.1167
-3.32813, -19.2244
-3.32031, -19.4168
-3.3125, -19.5508
-3.30469, -19.7613
-3.29688, -19.9627
-3.28906, -19.9245
-3.28125, -20.0364
-3.27344, -20.2564
-3.26563, -20.3497
-3.25781, -20.6061
-3.25, -20.9853
-3.24219, -21.2854
-3.23438, -21.6099
-3.22656, -21.918
-3.21875, -21.8662
-3.21094, -21.9345
-3.20313, -22.0506
-3.19531, -22.5689
-3.1875, -23.1167
-3.17969, -23.1973
-3.17188, -23.4227
-3.16406, -23.3802
-3.15625, -23.9743
-3.14844, -24.5588
-3.14063, -25.0608
-3.13281, -25.3549
-3.125, -25.9276
-3.11719, -26.6205
-3.10938, -27.3729
-3.10156, -27.9114
-3.09375, -28.647
-3.08594, -29.2736
-3.07813, -30.1721
-3.07031, -30.95
-3.0625, -31.8713
-3.05469, -32.7348
-3.04688, -34.0947
-3.03906, -35.653
-3.03125, -37.5344
-3.02344, -40.0659
-3.01563, -43.4999
-3.00781, -48.4634
-3, -53.9574
-2.99219, -48.4305
-2.98438, -43.4484
-2.97656, -39.9944
-2.96875, -37.4423
-2.96094, -35.5398
-2.95313, -33.9596
-2.94531, -32.5781
-2.9375, -31.6931
-2.92969, -30.7498
-2.92188, -29.9494
-2.91406, -29.0295
-2.90625, -28.3807
-2.89844, -27.6229
-2.89063, -27.0627
-2.88281, -26.2875
-2.875, -25.5731
-2.86719, -24.9785
-2.85938, -24.6623
-2.85156, -24.1376
-2.84375, -23.5308
-2.83594, -22.9155
-2.82813, -22.9363
-2.82031, -22.6878
-2.8125, -22.5857
-2.80469, -22.0142
-2.79688, -21.4749
-2.78906, -21.3367
-2.78125, -21.246
-2.77344, -21.2759
-2.76563, -20.9445
-2.75781, -20.5986
-2.75, -20.275
-2.74219, -19.8746
-2.73438, -19.5948
-2.72656, -19.4806
-2.71875, -19.2369
-2.71094, -19.1038
-2.70313, -19.1191
-2.69531, -18.8951
-2.6875, -18.662
-2.67969, -18.506
-2.67188, -18.2906
-2.66406, -18.1606
-2.65625, -17.8371
-2.64844, -18.0686
-2.64063, -17.8846
-2.63281, -17.5283
-2.625, -17.477
-2.61719, -17.4282
-2.60938, -17.2347
-2.60156, -17.3789
-2.59375, -17.3381
-2.58594, -17.01
-2.57813, -17.1444
-2.57031, -16.8885
-2.5625, -16.6745
-2.55469, -16.1885
-2.54688, -16.4052
-2.53906, -16.3716
-2.53125, -16.2864
-2.52344, -16.6159
-2.51563, -16.6687
-2.50781, -16.4688
-2.5, -16.4171
-2.49219, -16.4338
-2.48438, -16.5977
-2.47656, -16.5081
-2.46875, -16.1435
-2.46094, -16.1944
-2.45313, -16.1902
-2.44531, -15.9396
-2.4375, -16.3909
-2.42969, -16.5681
-2.42188, -16.7883
-2.41406, -16.6181
-2.40625, -16.9114
-2.39844, -16.9156
-2.39063, -16.7351
-2.38281, -16.8942
-2.375, -16.9064
-2.36719, -16.923
-2.35938, -17.2434
-2.35156, -17.3905
-2.34375, -17.1237
-2.33594, -17.4118
-2.32813, -17.5062
-2.32031, -17.685
-2.3125, -17.8059
-2.30469, -18.0028
-2.29688, -18.1907
-2.28906, -18.1386
-2.28125, -18.2377
-2.27344, -18.4433
-2.26563, -18.5238
-2.25781, -18.7658
-2.25, -19.132
-2.24219, -19.4176
-2.23438, -19.7288
-2.22656, -20.0224
-2.21875, -19.9568
-2.21094, -20.0111
-2.20313, -20.1132
-2.19531, -20.6181
-2.1875, -21.1509
-2.17969, -21.2176
-2.17188, -21.4283
-2.16406, -21.3718
-2.15625, -21.9522
-2.14844, -22.522
-2.14063, -23.0093
-2.13281, -23.2889
-2.125, -23.8472
-2.11719, -24.5259
-2.10938, -25.2631
-2.10156, -25.7871
-2.09375, -26.5078
-2.08594, -27.1196
-2.07813, -28.0036
-2.07031, -28.7661
-2.0625, -29.6726
-2.05469, -30.5213
-2.04688, -31.8663
-2.03906, -33.4095
-2.03125, -35.2762
-2.02344, -37.7935
-2.01563, -41.2134
-2.00781, -46.1639
-2, -51.6347
-1.99219, -46.0846
-1.98438, -41.0892
-1.97656, -37.6208
-1.96875, -35.054
-1.96094, -33.1362
-1.95313, -31.5401
-1.94531, -30.1429
-1.9375, -29.2421
-1.92969, -28.2828
-1.92188, -27.4658
-1.91406, -26.53
-1.90625, -25.8648
-1.89844, -25.0903
-1.89063, -24.5138
-1.88281, -23.7215
-1.875, -22.9908
-1.86719, -22.3796
-1.85938, -22.0465
-1.85156, -21.5044
-1.84375, -20.8803
-1.83594, -20.2485
-1.82813, -20.2525
-1.82031, -19.9859
-1.8125, -19.867
-1.80469, -19.2767
-1.79688, -18.7209
-1.78906, -18.5651
-1.78125, -18.4564
-1.77344, -18.4687
-1.76563, -18.1185
-1.75781, -17.7553
-1.75, -17.4126
-1.74219, -16.9949
-1.73438, -16.6958
-1.72656, -16.5644
-1.71875, -16.301
-1.71094, -16.1502
-1.70313, -16.1462
-1.69531, -15.9033
-1.6875, -15.651
-1.67969, -15.4764
-1.67188, -15.2413
-1.66406, -15.0921
-1.65625, -14.7494
-1.64844, -14.9617
-1.64063, -14.7574
-1.63281, -14.3812
-1.625, -14.3106
-1.61719, -14.2413
-1.60938, -14.0284
-1.60156, -14.1519
-1.59375, -14.0902
-1.58594, -13.7422
-1.57813, -13.8558
-1.57031, -13.5792
-1.5625, -13.3436
-1.55469, -12.8371
-1.54688, -13.0336
-1.53906, -12.9774
-1.53125, -12.8716
-1.52344, -13.1798
-1.51563, -13.2103
-1.50781, -12.9882
-1.5, -12.9149
-1.49219, -12.9098
-1.48438, -13.0512
-1.47656, -12.9384
-1.46875, -12.5515
-1.46094, -12.5805
-1.45313, -12.552
-1.44531, -12.2794
-1.4375, -12.708
